Ad_Spend_USD,Link_Clicks,Revenue_Generated,Spend_Per_Click,Click_Through_Ratio,Spend_Deviation,Marketing_Channel_Email_Promo,Marketing_Channel_Search_Ads,Marketing_Channel_Social_Media
74.45721946868967,314.5688639999189,656.6919444908469,0.2359460262489927,293123.57681572775,28.95459138660445,0,0,1
38.96439985530849,250.96762635078412,386.957534256913,0.15464050052629802,125275.02791706804,-6.538228226776731,1,0,0
73.66303833783255,225.12558866515977,616.7905847130362,0.325761621109191,205289.88069797168,28.160410255747323,0,1,0
36.269791412873964,218.55365196520066,345.45524518494153,0.16519785067671178,100048.48138975803,-9.23283666921126,0,0,1
57.44771841455789,249.96846801286458,528.9821321032321,0.2289041283529417,177546.65223462525,11.945090332472667,0,0,1
18.882082160843595,291.50673835389034,214.33768265936763,0.06455263993952522,71246.14579308694,-26.62054592124163,0,1,0
86.47633703386676,267.70496060430423,757.779970291103,0.32182635124928743,286451.9518729594,40.97370895178153,0,1,0
40.85636637171325,274.4030569222021,397.3692991207876,0.14835117238097564,140637.63015743106,-4.646261710371974,0,0,1
21.001781165170097,288.41126419843926,259.0835234651172,0.0725672555397495,74940.13856850736,-24.500846916915126,1,0,0
77.66334447041912,301.88651937948094,680.0749215130166,0.2564107000520421,289300.56189967407,32.160716388333896,0,1,0
40.88071162826954,236.558475176516,96.92500707605444,0.17208694237447617,23655.8475176516,-4.621916453815686,0,0,1
16.09671769807442,239.85869955465313,185.38847024694496,0.0668305430853741,48324.04314807247,-29.405910384010802,1,0,0
38.196227524368936,258.698223102649,361.49038524459706,0.1470792794345435,123924.16837189413,-7.306400557716287,0,0,1
42.09375482174831,268.5848213785359,403.73760304408205,0.15614289634891063,139181.11147427972,-3.408873260336911,0,1,0
32.80367901847519,223.1530697786221,319.0237775145117,0.146344991174436,91511.57597468334,-12.698949063610037,1,0,0
40.88071162826954,246.46589946991728,355.740700858022,0.16519735331549842,121867.01021757186,-4.621916453815686,0,0,1
5.297759309803844,229.382400735465,97.59715857795354,0.022995503531916744,22938.2400735465,-40.20486877228138,1,0,0
65.62367727983535,260.6711883074093,577.5910505133534,0.250786789727653,210799.0175039497,20.121049197750125,0,1,0
23.977818643343227,331.4964444389773,525.8001428038513,0.07211451143124585,98377.06349749895,-21.524809438741997,0,1,0
36.399750488168195,212.35794000144853,348.5102352929863,0.17060415228943937,98342.21164014423,-9.102877593917029,0,1,0
15.173571775898296,229.07920965331942,185.58476737069373,0.06594933892011212,46734.3820879643,-30.329056306186928,0,0,1
26.382482688269427,211.0686296259377,249.89182024462315,0.12440539996323265,70185.1980559348,-19.120145393815797,0,1,0
18.263285040574644,205.95597652756214,214.6119789006735,0.08824719801286995,47142.5828716332,-27.23934304151058,0,0,1
22.311648246855597,262.06779308556963,234.34758197339602,0.08481330224866468,72374.78153267472,-23.190979835229626,1,0,0
26.648902909896034,243.1677244491746,251.77258867620887,0.10914179165167756,80011.83636837559,-18.85372517218919,0,1,0
35.37984869880837,314.8515691113721,371.4084995712718,0.11201416158338955,136191.44298534878,-10.122779383276857,1,0,0
20.79927112377154,247.99034518822054,230.6046875629659,0.08353444832589248,66261.63741712076,-24.703356958313684,0,1,0
21.496546425382014,315.4084882949505,272.2007226028586,0.06793922167266041,86089.42510670825,-24.00608165670321,1,0,0
80.0380030968953,242.68069832569185,697.8288072203277,0.3284544227213284,239590.28655798908,34.53537501481007,0,0,1
40.88071162826954,254.00842692303257,866.201464242354,0.16031121842341423,183827.33968075397,-4.621916453815686,1,0,0
38.956267931304,303.54107990196627,401.862295052145,0.12791794113242216,147549.22301031413,-6.546360150781226,0,0,1
52.17674159454392,197.4568916227363,473.4216414828866,0.2629122182047029,124991.34912963618,6.674113512458696,0,1,0
28.544998547355437,231.99602966681104,288.20797721683573,0.12251281100444224,80139.69355026734,-16.957629534729787,0,1,0
40.88071162826954,204.11099320930902,115.94931272487877,0.19931019292833377,20411.0993209309,-4.621916453815686,1,0,0
57.46412849079976,265.0089706208049,514.5645933388993,0.21602327303733948,182174.02269603006,11.961500408714535,0,1,0
65.90034371652494,324.0004229137498,617.9224345473724,0.20277002449936474,263077.7575955514,20.39771563443972,0,0,1
72.51349195083802,212.35877768336127,646.8719402391824,0.3398664575143606,190604.5339641337,27.010863868752793,0,1,0
45.6260972840692,231.94007990186475,442.92452023950744,0.19587053161178192,132359.08638530757,0.12346920198397981,0,1,0
40.88071162826954,231.16543359514966,394.27942512674684,0.17608440238161108,124668.29269169194,-4.621916453815686,0,1,0
40.88071162826954,305.8335717348197,425.09946586954857,0.1332341549105344,168844.2024637036,-4.621916453815686,0,1,0
11.18759848674523,258.3547360219701,155.4467197103793,0.0431362799011988,35709.560431966675,-34.31502959533999,0,1,0
40.88071162826954,231.69871028458846,640.5342057825542,0.17568086895828855,213525.76434360558,-4.621916453815686,0,0,1
37.28321895427902,274.7124192873657,361.3331289943166,0.13522502559240898,130818.4996297912,-8.219409127806202,0,0,1
44.74709401823654,277.0936013436873,430.38155079833444,0.1609065933269532,151973.13720571567,-0.7555340638486854,0,1,0
55.48602349058677,217.8042097045171,483.90572904725514,0.253587550100236,151947.79758016588,9.983395408501543,0,1,0
23.140628146329032,256.2771613419029,251.63215932457746,0.08994435427393727,73517.15393876971,-22.36199993575619,0,0,1
42.26834404814952,260.71184463736273,405.4409230942239,0.1615071878260537,135999.8877499805,-3.234284033935701,0,0,1
40.88071162826954,246.43022868549352,441.2237734121759,0.1652211689956148,140738.02818113298,-4.621916453815686,0,0,1
51.555256602012214,234.97360531257763,490.79988655998886,0.2184789122229183,152427.78689176645,6.052628519926991,0,1,0
47.12613503319399,171.188567991745,407.3379600998905,0.2736891048159091,99488.27612430287,1.6235069511087659,0,0,1
26.785736376879473,263.1021163716329,270.64036125037944,0.10142189220168066,89764.60413363116,-18.71689170520575,0,0,1
72.6587544672997,219.6760219455064,651.542631037452,0.3292553211116068,196846.4056024977,27.156126385214478,0,0,1
36.64582000634516,258.8654241561458,330.36166286543715,0.14101845262925675,114347.8471758319,-8.856808075740062,0,0,1
21.04111575945933,256.3079448561393,218.18317253518347,0.08177406170347133,65838.63757985944,-24.461512322625893,0,0,1
40.88071162826954,234.58793134777957,483.1530031750396,0.1735263406507892,159968.62375371298,-4.621916453815686,0,0,1
57.95818672344527,279.2572834611371,527.8728242386953,0.20680349858412247,198398.41239400386,12.45555864136005,0,0,1
40.88071162826954,228.35178016480785,316.8314514872917,0.1782445795663475,87371.10715572286,-4.621916453815686,0,0,1
40.56851073283342,264.31094094393245,403.07551690327904,0.15290930177435338,127843.21712404791,-4.934117349251807,0,0,1
47.95563137622846,164.9689603305023,416.81668590141794,0.2889433739943421,95686.91880192934,2.4530032941432367,0,0,1
35.580875102604914,291.5392889672619,378.3411519122262,0.12162768026207507,128710.1838466853,-9.92175297948031,0,0,1
69.0569350676557,219.03490453187922,607.0206769954816,0.3138453656458426,188627.62703430903,23.554306985570477,0,0,1
106.45306221117491,250.36719772749856,918.3941661730867,0.42349623647624157,330230.41897928505,60.950434129089686,1,0,0
28.64208038598569,214.6073959081226,307.01582508003594,0.1328436822185405,76047.7285327939,-16.860547696099534,0,1,0
21.380739562213613,293.0817421910571,249.55426521439395,0.07270338989056693,73220.68129101815,-24.12188851987161,0,0,1
51.43086758241706,212.52545222955115,447.2898711656196,0.24086527880117148,135709.2090168608,5.928239500331834,0,0,1
40.88071162826954,267.47373361163807,178.06338670778757,0.15227080533474355,56399.2296428951,-4.621916453815686,0,1,0
27.50279834350963,257.79039380994465,275.8664727483718,0.10627441744884725,87431.79621660554,-17.999829738575592,1,0,0
4.2708917388275704,331.4964444389773,99.48409031258453,0.012844924540573253,33149.64444389773,-41.23173634325765,1,0,0
15.206272532217074,186.90614211267805,155.79551844508623,0.08092482960508349,35257.354847108814,-30.29635554986815,0,0,1
40.88071162826954,203.67352288229512,286.1718884936683,0.19973619964405198,73578.75305804364,-4.621916453815686,0,0,1
62.01275729831647,164.9689603305023,529.9893999977919,0.37364069266221445,127819.6349649407,16.51012921623125,0,1,0
18.322534936318874,212.78198646714094,187.5266613353604,0.08570663618159949,46819.607810076544,-27.18009314576635,0,0,1
37.149362633946986,285.22494090365484,357.0167951990398,0.12979079501828494,132840.83576495104,-8.353265448138238,0,1,0
37.61015319451143,164.9689603305023,382.75357486024916,0.2266095607251889,75287.68758046774,-7.8924748875737905,0,0,1
90.20183673936063,179.13865083940465,766.837338387467,0.500735607372659,201568.9024971586,44.699208657275406,1,0,0
22.650759443863947,247.35770215396784,234.85654813561962,0.09120216223381608,70089.67989889499,-22.851868638221276,0,1,0
115.89786106502777,229.97186520737162,958.7357784559865,0.5017834573097122,328588.9641479486,70.39523298294255,0,0,1
41.92551036206866,238.31052460606162,409.1124605974339,0.175192923215909,128691.44046137613,-3.5771177200165667,1,0,0
46.63948904902664,291.54664559823675,452.1079641336854,0.15942582063674754,165640.51384546334,1.1368609669414198,0,0,1
40.88071162826954,303.972816832895,534.1776611677002,0.13404706705604347,221533.36252013643,-4.621916453815686,0,1,0
38.83885019979401,243.41162977914706,348.393400789485,0.15890753739864671,117260.50544724247,-6.663777882291214,0,0,1
54.25392182056941,281.53289621762053,463.16229084624786,0.19202691986274195,191366.55311043447,8.751293738484186,0,0,1
24.031514539593346,238.81512871448587,260.09652701756374,0.10020850089155255,69024.74292667277,-21.471113542491878,0,0,1
50.2817369633134,248.65688509576225,487.6830023893434,0.20140336583958643,152056.26505201432,4.779108881228176,0,1,0
20.04543789518664,164.9689603305023,235.4392209430101,0.1207782338050992,41591.078185915525,-25.457190186898583,0,1,0
40.88071162826954,237.6621238738161,447.1407295035704,0.1712911582479829,146114.99454961802,-4.621916453815686,0,1,0
28.347078655249053,244.20444568957433,242.55794836719375,0.11560589195489583,85701.34771466008,-17.15554942683617,1,0,0
132.38778863887381,224.0278533096986,1128.2342820521926,0.5883173424610364,369114.7750183848,86.88516055678859,0,1,0
88.88743883269571,253.9670577820448,753.7968241111856,0.34862322845126115,279357.92026275233,43.384810750610484,0,0,1
136.08212189065395,250.7384068737518,1155.7040511129194,0.5405695681505599,421084.5202988779,90.57949380856873,0,0,1
30.33839144299114,260.95769859672856,286.4298740478584,0.11581408603568338,96862.55126046247,-15.164236639094085,1,0,0
72.47219920928391,266.1839081803493,637.4497978875203,0.27124462585660336,239165.57218540582,26.96957112719869,1,0,0
28.36222511020278,239.67589849364657,220.10302957855797,0.11784406036382365,82350.03093770368,-17.140402971882445,0,1,0
85.7921624954426,275.6875227132667,740.8207494953235,0.31006877958985396,291322.84256121644,40.28953441335737,1,0,0
83.37739185819953,304.9424316662782,759.0652102132061,0.27252640767772784,317189.3091544175,37.87476377611431,0,1,0
40.88071162826954,264.8274913977234,334.4764123894812,0.15378662083939618,111058.71209100421,-4.621916453815686,0,1,0
97.44469858453489,242.46892200160792,813.2028794774727,0.4002346491840603,293705.9899900955,51.94207050244967,0,0,1
67.67403134159701,270.27671690582343,591.9055454614244,0.2494649452908661,226430.76962813232,22.17140325951179,0,1,0
61.39738471440529,242.97142011393254,528.0682611534801,0.2516581027635665,180362.06361150643,15.894756632320068,1,0,0
5.313488858759153,233.8707826676598,104.67986589382346,0.022623030410205153,23387.07826676598,-40.18913922332607,0,0,1
112.28784326176748,230.1109562878641,959.5501979672553,0.48586118574969456,321651.3114929736,66.78521517968225,0,0,1
104.74043926830086,268.7213042861782,899.2686299045059,0.38832838787243046,350267.35714855633,59.23781118621564,0,1,0
52.99687535351432,191.34925895594074,479.4062923681843,0.27552419822762986,124175.44364603735,7.494247271429096,0,0,1
23.73149907648442,239.78310355523755,235.65461986133764,0.09855965275835987,68810.42987112848,-21.771129005600805,0,0,1
17.183329966317437,249.28872137004242,178.39176022125372,0.06865403232018806,51232.97175220684,-28.319298115767786,1,0,0
45.46204051137785,232.23906696280272,436.36526820535977,0.19491606231913197,132812.21908598806,-0.04058757070737329,1,0,0
62.058375462597255,183.93442153005282,589.1586668379427,0.3355696303000707,142114.3424045448,16.55574738051203,0,0,1
47.65134484973642,292.90647816114375,462.59893422466814,0.16213097835703377,174383.4288290742,2.1487167676511945,0,0,1
5.999210971867656,302.1530827818565,109.17056943729484,0.019789378081913094,30215.30827818565,-39.50341711021757,1,0,0
69.14105819370991,280.02787387613967,612.0277248225838,0.24602918294212753,237102.98723081918,23.638430111624686,0,1,0
40.88071162826954,256.48078957941436,555.4333387681203,0.1587718901089542,191459.1412145717,-4.621916453815686,1,0,0
16.966072563108906,251.03039553439802,171.99069647946703,0.06731756511802686,52867.287423023525,-28.536555518976318,1,0,0
20.874688828768456,247.60563714414474,245.91683718243667,0.08396707761161926,63444.93861736318,-24.627939253316768,0,1,0
13.00650879408754,233.19715085357,168.7992991967853,0.05553657995702843,35921.58509519756,-32.496119287997686,0,0,1
13.767589670945263,205.44865733551782,164.03309673421887,0.06668771717207318,37984.4175506321,-31.73503841113996,1,0,0
17.55344642190624,213.94704588124648,190.6524044491133,0.08166405055691779,44308.76472147766,-27.949181660178983,0,1,0
24.130688964497807,222.12761163720253,233.38798831312658,0.10814748021295294,65454.87058926682,-21.371939117587416,0,0,1
9.858474230845088,280.4414195857252,175.82871454072503,0.03502851231121744,34728.96093198895,-35.644153851240134,0,0,1
23.4764442730677,222.37158480637032,251.61149494970755,0.10510040609425884,64191.741430872025,-22.026183809017525,1,0,0
8.790393087662592,254.17777444760222,115.13580207273047,0.03444811409101617,30227.079678839596,-36.71223499442263,0,1,0
31.649757991972454,235.67149815114365,290.9211332290533,0.13372864176386892,94138.34261160853,-13.85287009011277,0,1,0
96.83233663800826,225.99656287875263,827.6715716802152,0.4265806292834929,269262.5688736191,51.329708555923034,0,0,1
70.27194114416837,202.23512728981433,630.1315114588745,0.34576670913763946,177156.2981808958,24.769313062083143,0,1,0
7.368027565332979,252.0366451478921,160.69015102593377,0.02911842101378871,25203.66451478921,-38.13460051675224,0,0,1
15.340265532786251,239.85869955465313,134.13285996875945,0.06368989603095236,48865.13536403093,-30.162362549298972,0,1,0
40.88071162826954,262.31457019262825,664.7012426647093,0.155254270959496,245593.52692902763,-4.621916453815686,1,0,0
34.67842728015532,289.15339832309155,323.0095002108325,0.11951756374585075,121462.7725752476,-10.824200801929905,1,0,0
35.75033346457127,233.6782617165727,337.81823590237804,0.15233764390051566,101132.03916593891,-9.752294617513954,0,0,1
52.46919452172238,217.6127203391702,479.4113808335274,0.2400097965036902,144760.67954100354,6.966566439637155,1,0,0
82.36758469594052,281.35123938779975,708.8983775767564,0.2917202873786981,287173.0776966773,36.8649566138553,0,0,1
18.57004873104849,272.8300635219236,220.50764782728356,0.0678159603522194,61196.04040541844,-26.932579351036733,0,1,0
40.72298680504343,230.43694243691598,399.1504338003273,0.17595715868111036,117962.72904649873,-4.77964127704179,0,0,1
15.730141221148985,251.03039553439802,177.8069937039499,0.06241366716024567,52097.97121127197,-29.77248686093624,0,0,1
30.333543960606395,234.61566937725803,304.3738726536903,0.12874162419154553,86041.30508820585,-15.169084121478829,0,1,0
29.89656009654881,288.3973580157894,301.9753220831021,0.10330626478945833,111967.98376408695,-15.606067985536413,1,0,0
68.34876557870786,238.50247255328352,587.0730106448171,0.2853781209440412,202193.39903034412,22.84613749662263,0,0,1
85.11003982938192,269.8282823011708,730.5946657492028,0.3142583156612,282203.88266551204,39.607411747296695,0,1,0
98.18515004949718,264.790567099908,846.5420338557899,0.3694079557480698,323068.7514268289,52.68252196741196,0,0,1
20.369398894102837,258.6101899359693,211.6312356788454,0.07846147679768187,67433.02099118051,-25.133229187982387,0,1,0
65.72718101069364,220.45866066978164,576.7409582134775,0.2967921002136821,176874.84759436632,20.224552928608418,0,0,1
85.52425421115942,230.14154057034233,736.9106744628111,0.3700081517157327,246190.1031630362,40.02162612907419,0,0,1
14.837020001942768,299.57469124155904,196.53809923161555,0.04936217331092221,53535.3785299244,-30.665608080142455,0,1,0
60.834237762428735,261.01103808750867,545.2658529667922,0.23218196533426505,196727.29127035843,15.331609680343512,1,0,0
37.66868650422435,228.48386852172075,353.7853812461536,0.1641452479726652,105100.43048171353,-7.833941577860877,1,0,0
54.97253068058207,214.92568081891721,532.0665894730237,0.2545900537263279,146321.00407886496,9.469902598496844,1,0,0
21.136192340969036,270.1393996039206,234.49280856272574,0.07795323133356755,69507.9082921485,-24.366435741116188,1,0,0
21.46203183859906,258.2737863585262,223.20013732295388,0.08277748452719075,69797.48849961763,-24.040596243486164,0,0,1
21.678040787865324,295.2813197471997,242.99132255001695,0.07316708595183113,76401.63661818883,-23.8245872942199,0,1,0
18.044176241043356,230.85907138065463,187.73922823985106,0.07782389592779543,48635.554619272705,-27.458451841041867,0,0,1
40.88071162826954,237.2281248797769,373.1536988124587,0.171603212882191,108718.80629924088,-4.621916453815686,0,0,1
28.38438262229051,256.5392653304279,295.0898178812047,0.11021380598361494,88876.86179211517,-17.118245459794714,1,0,0
89.11555674225971,194.27153712256222,757.2428077597506,0.4563673644168956,215342.38426066967,43.61292866017449,0,1,0
32.694204427531496,260.8563166185294,359.4225921394921,0.12485551179259963,105039.62816293121,-12.808423654553728,0,0,1
34.641836201658876,295.94613540035186,326.134876804868,0.11666033691583051,123347.61407809563,-10.860791880426348,0,0,1
63.257247681791014,235.205230495871,571.7660107408888,0.2678062951823448,185451.98962379975,17.75461959970579,0,0,1
49.73708004309673,237.815295608923,452.1624667191482,0.20826588982200173,147782.40115170117,4.234451961011509,0,0,1
49.73990908741675,275.63068121084365,455.41155634694195,0.17980619094635333,168879.23436534475,4.237281005331525,1,0,0
29.290408237358758,257.38100155218666,609.3322776601763,0.11336130776411907,95809.80399192574,-16.212219844726466,0,0,1
79.82683667158855,219.30322877636843,687.5044745893368,0.3623498262597931,215937.12780150675,34.32420858950333,0,0,1
82.54995232779122,274.3721682080106,759.7883935905553,0.2997759463673709,283908.8228687678,37.047324245705994,0,0,1
15.887322169894084,237.89241310031244,176.6852393471346,0.06650408844596875,47198.07988054537,-29.61530591219114,0,0,1
42.51604290787686,190.1884231785644,385.9097616904455,0.22237770572629348,100279.2872816415,-2.986585174208365,0,1,0
40.88071162826954,284.23374065353426,558.590898591697,0.1433235476791865,210894.5867472647,-4.621916453815686,0,1,0
21.7679262910636,221.65583347099067,239.83484151239375,0.0977649044793596,58322.725849104994,-23.734701791021624,0,0,1
42.15451833853919,207.2005259249428,402.54619161942134,0.2024707581850013,109987.0312897578,-3.3481097435460327,0,0,1
50.73195217468031,223.68757738831565,453.9308529247905,0.22578886097918516,142025.9874236873,5.2293240925950855,0,0,1
54.347089949404555,252.8152452262579,500.5257680899338,0.2141206683663074,171507.60729484638,8.844461867319332,0,0,1
55.878872728993095,304.41974663675813,536.0128984791604,0.1829576291131266,215043.26695889514,10.376244646907871,0,0,1
31.00301554061731,291.5772965641212,310.1284601527509,0.10596521297004566,113906.89152152606,-14.499612541467915,0,0,1
105.26916342050755,264.86287698440276,904.3199588567933,0.39595284838011935,348271.7990008438,59.76653533842233,0,0,1
87.45185780564537,164.9689603305023,729.9217927552581,0.526916946587471,178473.11812954114,41.94922972356015,1,0,0
29.21138182300824,237.74622685091913,285.0434700246298,0.12235327112100822,85817.51211433441,-16.291246259076985,1,0,0
44.78090973940144,198.13853642476784,425.73505846142297,0.2248731488308348,108257.56684955063,-0.7217183426837863,0,1,0
71.27551820546304,270.4436650074769,620.5702683641471,0.26257941294559134,239652.0694782575,25.77289012337782,0,1,0
100.00784900220624,315.9584096911659,901.842333766102,0.3155235701101942,390432.8678397579,54.50522092012102,0,1,0
18.63443033855453,206.1141287825676,213.71405660160602,0.08997179694156604,47093.11029829082,-26.868197743530693,0,0,1
124.83654858470449,229.5972158696695,1025.759546745287,0.5413619072281447,353756.31542646844,79.33392050261926,1,0,0
102.41568441891262,227.06796316845458,888.0895640173995,0.4490577413683779,288927.0890126529,56.913056336827395,0,0,1
46.912427898113094,251.94037763293113,441.6299656248467,0.18546832394704788,147025.11437951453,1.4097998160278706,0,1,0
30.80979330466272,278.22648220313505,302.94920548796824,0.11033979678993641,108529.30749346927,-14.692834777422505,0,1,0
58.669009143458894,249.75936479848409,532.1374875005013,0.23396537629055905,179386.88197153827,13.16638106137367,1,0,0
74.8309251280941,280.57789866705076,645.0825428849876,0.26575567714061693,259444.01193561737,29.32829704600887,0,1,0
31.872049497675032,276.49299180998884,325.42335411232045,0.11485713311094779,111415.20089263917,-13.630578584410191,0,0,1
95.2694164399595,255.06335516374497,846.5773042520765,0.3720540816120976,300232.7477912929,49.766788357874276,0,1,0
52.41252280881143,201.01430558625404,498.1661435351276,0.25944956054823975,130805.80947717089,6.909894726726208,1,0,0
33.464414888203734,273.0305906131712,342.6712150065719,0.12211926709833276,114802.04519299984,-12.03821319388149,0,1,0
40.88071162826954,225.98369547376467,710.7828259716256,0.18010417683500368,225078.68969489445,-4.621916453815686,1,0,0
26.413877523245073,174.12232032822223,238.14018315756553,0.15083101613625824,57076.55050298777,-19.08875055884015,0,0,1
38.127536679089545,286.2533608624955,371.39578990062967,0.13273138585605862,135747.20978793313,-7.375091402995679,0,0,1
51.1423464610776,210.00030430789764,447.8654191766888,0.24238043934974254,131726.48114255656,5.639718378992377,0,0,1
28.12384017029926,241.74260175873474,292.20391124023655,0.11585869133203054,82426.29412446791,-17.378787911785963,0,0,1
40.88071162826954,197.49269955372785,321.97090688867866,0.20595574406606315,73040.72846862856,-4.621916453815686,0,0,1
26.58469566288805,164.9689603305023,241.72521624619756,0.16017872022544824,55796.63419912052,-18.917932419197175,0,0,1
52.95075665869724,259.27373852015904,494.7929299669797,0.20344256381669498,168064.37727240444,7.448128576612014,1,0,0
22.261441392917316,254.4578834697918,219.50890338090053,0.0871432938007167,67895.84677182384,-23.241186689167908,0,0,1
79.19706361686697,232.28482871257657,710.0966744744521,0.33948655835842356,227892.34164147812,33.694435534781746,0,0,1
123.20619249340021,190.50021765569355,1053.275000464664,0.6433736420859736,291832.11318464455,77.70356441131499,0,0,1
